"id,""name"",""all_sources"""
"956,Конверсия по покупке(Нарастающим итогом),""[""""group_year_purchase_conversion"""", """"standards_on_applications""""]"""
"922,Калуга. Чек-листы (Ответы),""[""""checklist_calls_kaluga"""", """"checklist_vstrechi_kaluga"""", """"checklist_osmotr_kaluga"""", """"checklist_pokaz_kaluga""""]"""
"737,Запись в МФЦ,""[""""mfc_records""""]"""
"786,[Филиалы]Аналоги объектов,""[""""analitic_likvid_grades"""", """"object_analogs"""", """"objects"""", """"flats_cottages_offices"""", """"objects_address"""", """"cities"""", """"districts"""", """"bi_likvid_summ_objects"""", """"users"""", """"first_price_object"""", """"analitic_price_estimate""""]"""
"1129,bi_workers_avg_time,""[""""bi_worker_logs""""]"""
"1067,Номера подключенные к облачной АТС билайн,""[""""cloud_pbx_beeline""""]"""
"529,Все приостановленные объекты,""[""""objects"""", """"users"""", """"cities"""", """"ticket_object"""", """"group_by_comment_ticket"""", """"comment_object"""", """"object_status_active"""", """"object_care_all"""", """"change_objects_logs_status""""]"""
"1041,АСМ один комментарий,""[""""acm_one_it_comment""""]"""
"787,[Франчайзи]Аналоги объектов,""[""""analitic_likvid_grades"""", """"object_analogs"""", """"objects"""", """"flats_cottages_offices"""", """"objects_address"""", """"cities"""", """"districts"""", """"bi_likvid_summ_objects"""", """"users"""", """"first_price_object"""", """"analitic_price_estimate""""]"""
"1098,Претензии,""[""""pritenzii_analitika"""", """"hr_users""""]"""
"334,Источник-Chat ВходПоток Реестр обращений,""[""""bi_all_requests_new""""]"""
"970,Черный список,""[""""asterisk_blacklist"""", """"users"""", """"exist_clients"""", """"ost_ticket_all""""]"""
"801,Отчет по снижениям,""[""""ost_ticket_all"""", """"ost_deals_data"""", """"exist_objects"""", """"users"""", """"cities""""]"""
"925,Затраты на рекламу (Маркетинг План),""[""""marketing_plan_final"""", """"users"""", """"market_plan_reclam""""]"""
"400,""1203. Видеоролики, описание, 3D-туры активных ОН"",""[""""objects"""", """"cities"""", """"flats_cottages_offices"""", """"users"""", """"objects_add_features_more"""", """"video_object"""", """"count_3d_tours"""", """"hr_users"""", """"analitic_likvid_grades_active"""", """"count_view_object""""]"""
"923,Статистика звонков рекламные щиты,""[""""statistic_call_asterisk_shield"""", """"project_replace_phones_users"""", """"for_project_151216_requests"""", """"for_project_151216_tickets""""]"""
"253,""699. Все заявки на расклейку"",""[""""raskleyka_ticket"""", """"group_by_comment_ticket""""]"""
"724,""1577. Прозвон CSI внешний КЦ"",""[""""prozvon_csi_outer"""", """"ost_ticket_all""""]"""
"961,WebTutor Zoom завершенные мероприятия по участникам,""[""""wt_zoom_meeting_report_participants"""", """"wt_zoom_meeting_reports"""", """"webtutor_events"""", """"hr_users""""]"""
"773,Выгрузки на сайты[Москва],""[""""all_uploads_to_sites_moskow""""]"""
"824,Этажи Эксперт,""[""""objects_complaints"""", """"objects"""", """"cities"""", """"users"""", """"flats_cottages_offices"""", """"space_first_comment"""", """"object_status_active"""", """"objects_add_features_more"""", """"count_users_by_city"""", """"manager_group_coun""""]"""
"895,Потенциальные объекты,""[""""objects"""", """"object_additional_fields"""", """"potential_logs"""", """"pereved_object_transfer"""", """"change_objects_logs_status"""", """"object_care_all"""", """"users"""", """"flats_cottages_offices"""", """"last_date_deposit"""", """"ticket_object""""]"""
"464,Звонки на номер 685899_ушедшие в тех.поддержку,""[""""calls_to_685899""""]"""
"1026,Заявки без внимания. Закрытый отчет,""[""""ticket_care"""", """"exist_clients""""]"""
"993,hr_crm,""[""""calls_hr_crm"""", """"users""""]"""
"412,""1126. Задачи судебного отдела"",""[""""court_cases""""]"""
"670,""536. Комиссии [сделки] по Новосибирску, Томск, Новокузнецку"",""[""""cnt_users_of_experience"""", """"count_user_for_manager_stazh_new"""", """"deals_nsk_finish_2_rown"""", """"users"""", """"objects_address""""]"""
"842,Загруженные фото в объект,""[""""log_upload_photos_object"""", """"objects"""", """"users"""", """"objects_address"""", """"cities""""]"""
"614,""1273. Ипотека_звонки на номер 681444"",""[""""calls_ipoteka_681444"""", """"hr_users""""]"""
"844,Внесение правок в договор,""[""""urmodule_logs"""", """"sostav_dogovor"""", """"commod_dogovor"""", """"users"""", """"e_offices""""]"""
"1074,Меню на городских номерах,""[""""calls_to_menu""""]"""
"811,""АСМ время ответа, после того как сотрудник стал ответственным за задачу"",""[""""acm_cases_whom"""", """"acm_persons_email"""", """"acm_comments_ids"""", """"acm_responsible_log"""", """"acm_all_cases_after_2018_12"""", """"acm_cases_after_2018_closed_statuses""""]"""
"1096,Вологда. Рейтинг в сети,""[""""online_rating_reviews""""]"""
"968,Ипотека онлайн. Общий отчет. [Конфиденциальные данные],""[""""mortgage_action_final"""", """"mortgage_action_approved"""", """"mortgage_action_deal"""", """"mortgage_collection_doc"""", """"last_action_online_ankets"""", """"last_action_online_ankets_done"""", """"mort_online_phone_metric_group"""", """"last_date_send_mort"""", """"cities"""", """"last_date_deposit"""", """"client_ticket"""", """"exist_clients""""]"""
"991,Статистика внутренних звонков специалистам в Omni,""[""""ost_activities_goals"""", """"crm_stat_omni_messages_items"""", """"chats_archive"""", """"ost_ticket_all"""", """"users"""", """"calls_stat_omni_crm"""", """"accounts_accounts"""", """"messages_channels"""", """"cities""""]"""
"632,""310. Процент заполнения БГ с возможностью сравнения с предыдущим периодом"",""[""""procent_zapolneniya_bg_srez""""]"""
"418,""968. Объекты без внимания"",""[""""ost_document_ticket"""", """"client_ticket"""", """"ost_ticket_all"""", """"object_care_all"""", """"analitic_likvid_new"""", """"e_offices_group"""", """"archived_garanty_let""""]"""
"540,""1253. Прозвон продавца 11 день кц"",""[""""prozvon_11day_kc"""", """"deleted_object"""", """"hr_users""""]"""
"1157,Переводы сотрудников,""[""""vacation_logs"""", """"traffic_lights"""", """"users_log"""", """"hr_users"""", """"hr_users_additional_field"""", """"positions_and_departments""""]"""
"484,""1158. СБ Удаленные риэлторами объекты с 2018 года"",""[""""change_objects_logs_status"""", """"objects"""", """"users""""]"""
"772,Прозвон клиентов продавцов,""[""""rung_sale_day"""", """"active_objects_photos_source"""", """"last_user_upload_photos"""", """"date_load_layouts"""", """"count_pokaz_object"""", """"meet_ticket"""", """"active_objects_layouts"""", """"created_ticket_buy_from_rung""""]"""
"1033,Автовозврат в предлистинг,""[""""auto_prepared_from_ries"""", """"objects"""", """"users"""", """"cities""""]"""
"541,""567. Новая система мотивации менеджеров"",""[""""managers_grade_new""""]"""
"1053,Биржа объектов. Настройки офисов,""[""""reallocation_setting""""]"""
"338,""1117.  Снижение комиссии"",""[""""penalt_objects"""", """"bi_objects"""", """"hr_users"""", """"penalty_objects_subquery"""", """"cities"""", """"layout_photo_source""""]"""
"496,Количество уникальных договоров,""[""""ost_ticket_contract_distinct"""", """"e_offices"""", """"count_rops_user"""", """"bi_managers"""", """"all_obj"""", """"count_exclusive_dog"""", """"count_user_group_everyday"""", """"group_ries_manager_stats_days"""", """"count_user_in_rop"""", """"objects_add_features_more"""", """"split_city_contracts_type_catalog""""]"""
"1103,Пропущенные звонки,""[""""take_to_work_btn"""", """"live_talk_answer_dialog_116"""", """"users"""", """"statistic_call_asterisk"""", """"calls_filials_new"""", """"for_project_151216_tickets_new_final"""", """"podborka_ticket_date""""]"""
"953,Типы договоров в заявках на юридическое сопровождение,""[""""smartdoc_types"""", """"urmodule_doc_types"""", """"moscow_ready_doc""""]"""
"848,Подписки по объектам,""[""""ost_search_subscribe"""", """"object_subscribes""""]"""
"615,[Калуга] Звонки на номер 40-44-40,""[""""asterisk_call_404440""""]"""
"634,""973. Средняя ипотечная ставка, сумма и срок"",""[""""approved_ipoteka""""]"""
"645,Активность СП (2019 год),""[""""activnost_sp_all""""]"""
"571,""308. Динамика роста домов в БГ"",""[""""bg_new"""", """"newhouses_objects_check""""]"""
"872,Показатели службы поддержки,""[""""ost_activities_goals"""", """"first_line_support"""", """"accounts_accounts_omni2"""", """"users"""", """"outgoing_missed_call_stat_fwd"""", """"addition_omnichat_new"""", """"omni_status_log_maxaway_minonline""""]"""
"492,""1241. Звонки_из_Риэс_все_провайдеры"",""[""""calls_from_ries"""", """"calls_and_token""""]"""
"1153,Проектный офис [задачи MainTask],""[""""space_comments_maintask"""", """"space_task_project_office"""", """"users"""", """"space_catalogs"""", """"google_respons_project_maintask"""", """"space_history_ticket_log"""", """"space_logs_status""""]"""
"805,Просмотр квартир СКОР,""[""""objects"""", """"objects_add_features"""", """"cities"""", """"districts"""", """"streets"""", """"flats_cottages_offices"""", """"site_view_click_house"""", """"object_podbor"""", """"count_pokaz_object"""", """"analitic_active_actions""""]"""
"770,Прозвон удаленных объектов(new),""[""""prozvon_deleted_object"""", """"deleted_object""""]"""
"1104,Аудит рабочих подменников,""[""""call_forwarding"""", """"phones_replace_site"""", """"users""""]"""
"1140,Ростов-на-Дону Звонки на стационарные телефоны,""[""""calls_incoming_number""""]"""
"618,Новости РИЭС,""[""""news_all"""", """"news_users""""]"""
"630,""1160. Портрет клиента по ипотеке"",""[""""tickat_ankets"""", """"ankets_ipoteka""""]"""
"220,Статистика по asterisk,""[""""asterisk_anikin_new""""]"""
"740,Зона риска[В динамике],""[""""trafic_light_slise"""", """"hr_users""""]"""
"549,Штрафы за отсутствие показов,""[""""lowering_coef_showing_infos""""]"""
"1056,Срезовый отчет по активным коттеджным поселкам,""[""""newcottages_active_objects_cslice""""]"""
"539,""1260. Прозвон покупателя Франчайзи внешний КЦ"",""[""""prozvon_11day_kc_franch"""", """"hr_users""""]"""
"1065,Просмотр видео. Учебный портал,""[""""upload_portal_video"""", """"hr_users"""", """"documents_events""""]"""
"829,Портрет клиента по ипотеке[Развернутый],""[""""tickat_ankets"""", """"ankets_ipoteka"""", """"ankets_mortgage_child_age_row"""", """"ankets_mortgage_object_client"""", """"ankets_mortgage_cars_model"""", """"ankets_mortgage_kredit_user"""", """"programm_approved""""]"""
"360,Большой отчет по реестру заявок на юр. сопровождение,""[""""ticket_ur_sopr"""", """"ost_contract_members""""]"""
"613,Отчет по ожидаемой прибыли,""[""""sostav_dogovor"""", """"deal_ur_sopr"""", """"ost_contract_commission_new"""", """"prognoz_commission_object""""]"""
"1021,Внутренние ошибки выгрузки объектов на сайт,""[""""uplexr_error"""", """"uplexr_uploads"""", """"cities"""", """"users"""", """"objects"""", """"uploads_cian_payments""""]"""
"1055,Срезовый отчет по активным объектам загородной недвижимости,""[""""cottages_active_objects_cslice"""", """"cities""""]"""
"686,Все сделки,""[""""all_deals""""]"""
"273,""781. Динамика конверсии"",""[""""conversion_slice1""""]"""
"372,Заявки на аудит Со всеми статусами,""[""""ticket_audit_last_name_and_dog""""]"""
"1097,Чек-листы в задачах MainTask,""[""""space_main_tasks"""", """"users"""", """"space_checklists_users"""", """"space_category_main_taks"""", """"space_catalogs"""", """"space_history""""]"""
"927,Задачи АСМ,""[""""cities"""", """"acm_kc_task"""", """"acm_persons_email"""", """"users""""]"""
"1068,Срез ИД по мониторингу времени между этапами,""[""""slice_mortgage_range_actions"""", """"users""""]"""
"1101,Клиентские метрики,""[""""dolya_povtornih_clientov"""", """"reiting_na_otzovikah"""", """"svod_pokazatelei_dlya_dashboard_po_metri""""]"""
"1039,Статистика по рассылкам в BI,""[""""bi_mailings_stats""""]"""
"254,""846. BI-отчет по группе ИП и не ИП  новички"",""[""""ost_ticket_all"""", """"hr_users"""", """"pe_pes"""", """"pe_pes_edit_be_type_id_log""""]"""
"500,""710.Аудит новостроек -процент заполнения"",""[""""newhpuses_audit_stat""""]"""
"750,Типы стен по городам,""[""""walls_cities"""", """"cottages"""", """"objects"""", """"flats""""]"""
"682,[Красноярск] Журнал регистрации расклейки,""[""""zhurnal_registracii_rask"""", """"statistic_call_asterisk""""]"""
"967,Все подготовленные документы в заявке на юр. сопровождение,""[""""urmodule_docs_commod"""", """"contract_direct_check_task"""", """"ost_contract_requests_ready"""", """"urmodule_doc_types"""", """"cities"""", """"users"""", """"contract_direct_check_request"""", """"time_hour_ocr_ready"""", """"urist_audit_time_ozhidaniya_proverki"""", """"jur_transaction_smartdoc_contracts"""", """"accreditives""""]"""
"537,""257. Доля объектов с договором"",""[""""count_rops_user"""", """"object_additional_fields_all_new"""", """"bi_managers"""", """"manager_diary_values_now"""", """"analitic_price"""", """"count_exclusive_dog"""", """"count_user_group_everyday"""", """"group_ries_manager_stats_days"""", """"last_count_user_in_rop"""", """"objects_add_features_more"""", """"e_offices"""", """"traffic_lights"""", """"core_base""""]"""
"674,""788. Предложения по первичному рынку Сургут"",""[""""wall_type"""", """"hewhouses_currect_surgut_final""""]"""
"655,""622. Регистрация в мессенджерах"",""[""""e_offices"""", """"users"""", """"users_messager_all""""]"""
"256,Отчет по всем платежам в сделках,""[""""e_offices"""", """"dr_deals_payments"""", """"hr_users"""", """"ost_deals_new"""", """"exist_objects"""", """"newcottages"""", """"closed_month_deal""""]"""
"889,Конверсия по звонкам с агрегаторов,""[""""conversion_calls_agrerator"""", """"count_callls_from_agregators""""]"""
"818,Срезовый ежемесячный отчет по активным объектам вторичного рынка,""[""""active_object_slise_1"""", """"active_object_slise_2""""]"""
"722,Звонки_внутренние_номера_улан-удэ,""[""""calls_incoming_number""""]"""
"255,""857. Платежи по сотрудникам"",""[""""payments_groups_user"""", """"departments"""", """"cities"""", """"hr_users""""]"""
"1111,[ClickHouse] Показы,""[""""ch_pokaz_ries_mobile"""", """"ch_count_users_stazh_all_city"""", """"ch_ries_manager_stats_days"""", """"ch_users"""", """"ch_count_users_by_city_slice2_all"""", """"ch_cnt_users_of_experience"""", """"ch_managers_exclusion"""", """"ch_rieltors_count_group""""]"""
"386,""66. Баланс риэлторов"",""[""""users"""", """"users_balance"""", """"uplexr_limit_bill""""]"""
"1132,test report,""[""""ch_converse_deposit""""]"""
"375,""180.Ликвидность активных объектов"",""[""""bi_managers"""", """"analitic_likvid_grades_active_new"""", """"object_type_count"""", """"hr_users"""", """"count_pokaz_object"""", """"zatraty_po_object"""", """"objects"""", """"count_prof_photos"""", """"analitic_price_estimate"""", """"objects_address"""", """"count_user_in_rop""""]"""
"602,""503. Отчет по снижению цены продажа"",""[""""sale_low_price""""]"""
"367,Прозвон на второй день,""[""""rung_ticket_2_day"""", """"count_podbor_ticket_all"""", """"count_pokaz_ticket_all"""", """"meet_ticket"""", """"ost_purchaser""""]"""
"727,Электронные выписки ЕГРН,""[""""extracts"""", """"space_extracts"""", """"urmodule_objects"""", """"objects"""", """"extracts_sources"""", """"flats_cottages_offices"""", """"egrn_auto_order_settings""""]"""
"1038,Статистика по уведомлениям в BI,""[""""bi_notifications_stats""""]"""
